Ref,Val,Package,PosX,PosY,Rot,Side
"TP1","TestPoint","TestPoint_Keystone_5015_Micro-Minature",2.0000,-13.0000,90.0000,top
"TP2","TestPoint","TestPoint_Keystone_5015_Micro-Minature",6.0000,-13.0000,90.0000,top
"TP3","TestPoint","TestPoint_Keystone_5015_Micro-Minature",10.0500,-13.0000,90.0000,top
"TP4","TestPoint","TestPoint_Keystone_5015_Micro-Minature",14.0000,-13.0000,90.0000,top
