Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,"Generic connector, single row, 01x06, script generated",Conn_01x06_Pin,J1,FROM_MOBO,Molex_Micro-Latch_53254-0670_1x06_P2.00mm_Horizontal,1, ,~
